,professor_name,lecture_name,aspect,rate,score
457,박우찬,디지털시스템,시험,50.0,0.5
458,박우찬,디지털시스템,학점,70.0,0.5
459,박창진,식물병리학,수업,90.0,1.0
460,박창진,식물병리학,시험,100.0,0.0
461,박태순,C프로그래밍및실습,과제,100.0,1.0
462,박태순,C프로그래밍및실습,교수,100.0,1.0
463,박태순,C프로그래밍및실습,수업,86.66666666666667,1.0
464,박태순,C프로그래밍및실습,학점,80.0,-1.0
465,박태순,운영체제,과제,100.0,0.0
466,박태순,운영체제,교수,93.33333333333331,0.6666666666666666
467,박태순,운영체제,수업,84.61538461538461,0.4615384615384615
468,박태순,운영체제,시험,74.0,-0.3
469,박태순,운영체제,학점,95.0,0.0
470,박한용,재배학및실습,시험,60.0,-1.0
471,박황서,유기화학,교수,87.5,0.375
472,박황서,유기화학,수업,76.0,0.2
473,박황서,유기화학,시험,100.0,-0.5
474,방희석,MATLAB프로그래밍,교수,100.0,1.0
475,방희석,MATLAB프로그래밍,수업,66.66666666666667,0.3333333333333333
476,방희석,MATLAB프로그래밍,시험,80.0,0.0
477,배길원,생활과경제,교수,80.0,1.0
478,배길원,생활과경제,수업,80.0,0.0
479,배길원,생활과경제,시험,80.0,1.0
480,배정원,성과문화,과제,70.9090909090909,-0.1212121212121212
481,배정원,성과문화,교수,85.0,-0.5
482,배정원,성과문화,수업,86.3157894736842,0.5789473684210527
483,배정원,성과문화,시험,73.33333333333333,0.0
484,배정원,성과문화,학점,90.0,1.0
485,백성욱,K-MOOC:코딩과스토리텔링,과제,100.0,0.5
486,백성욱,K-MOOC:코딩과스토리텔링,수업,100.0,1.0
487,백성욱,K-MOOC:코딩과스토리텔링,시험,100.0,0.5
488,백성욱,K-MOOC:코딩과스토리텔링,학점,80.0,0.5
489,백성욱,컴퓨팅사고기반기초코딩,과제,76.0,-0.2
490,백성욱,컴퓨팅사고기반기초코딩,교수,100.0,1.0
491,백성욱,컴퓨팅사고기반기초코딩,수업,76.36363636363636,0.4545454545454545
492,백성욱,컴퓨팅사고기반기초코딩,시험,60.0,-0.3333333333333333
493,백성욱,컴퓨팅사고기반기초코딩,학점,80.0,0.25
494,변재문,경영학원론,과제,83.33333333333333,0.5
495,변재문,경영학원론,교수,80.0,1.0
496,변재문,경영학원론,수업,80.0,0.0
497,변재문,경영학원론,시험,70.0,-1.0
498,변재문,경영학원론,학점,80.0,1.0
499,변정현,오픈소스SW개론,교수,20.0,-1.0
500,변정현,오픈소스SW개론,수업,20.0,-0.6
501,변정현,오픈소스SW개론,시험,20.0,0.0
502,변정현,오픈소스SW개론,학점,20.0,-1.0
503,변태창,기초미적분학,과제,80.0,0.0
504,변태창,기초미적분학,교수,90.0,1.0
505,변태창,기초미적분학,수업,88.88888888888889,0.2222222222222222
506,변태창,기초미적분학,시험,85.0,0.25
507,변태창,일변수미적분학,수업,94.44444444444444,0.6666666666666666
508,변태창,일변수미적분학,학점,90.0,0.0
509,변혜원,Intensive English,교수,93.33333333333331,1.0
510,변혜원,Intensive English,수업,80.0,1.0
511,변혜원,Intensive English,학점,90.0,0.5
512,서재규,디지털시스템,과제,100.0,0.5
513,서재규,디지털시스템,교수,100.0,1.0
514,서재규,디지털시스템,수업,100.0,0.8
515,서재규,디지털시스템,시험,90.0,0.0
516,성시영,정부와행정,교수,85.71428571428571,0.7857142857142857
517,성시영,정부와행정,수업,86.66666666666667,0.7777777777777778
518,성시영,정부와행정,시험,77.5,0.125
519,성시영,정부와행정,학점,80.0,0.0
520,소문수,유전학,교수,20.0,-1.0
521,소문수,일반미생물학및실험,수업,82.5,-0.375
522,소문수,일반미생물학및실험,시험,66.66666666666667,-0.6666666666666666
523,소문수,일반미생물학및실험,학점,100.0,1.0
524,손승혜,미디어법제,과제,100.0,1.0
525,손승혜,미디어법제,수업,100.0,0.0
526,송기환,일반유전학,과제,73.33333333333333,-1.0
527,송기환,일반유전학,수업,80.0,0.3333333333333333
528,송기환,일반유전학,시험,48.0,-0.6
529,송상훈,디지털시스템,과제,100.0,0.0
530,송상훈,디지털시스템,교수,100.0,0.8888888888888888
531,송상훈,디지털시스템,수업,100.0,0.25
532,송상훈,디지털시스템,시험,100.0,0.0
533,송상훈,디지털시스템,학점,100.0,0.0
534,송오영,고급프로그래밍입문-P,수업,20.0,-1.0
535,송오영,고급프로그래밍입문-P,시험,40.0,0.0
536,송오영,일반물리및시뮬레이션,과제,73.33333333333333,0.6666666666666666
537,송오영,일반물리및시뮬레이션,교수,77.14285714285714,0.8571428571428571
538,송오영,일반물리및시뮬레이션,수업,80.0,0.2857142857142857
539,송오영,일반물리및시뮬레이션,시험,74.28571428571429,0.0
540,송오영,일반물리및시뮬레이션,학점,60.0,-0.5
541,송오영,졸업연구및진로1,교수,100.0,1.0
542,송오영,졸업연구및진로1,수업,100.0,-1.0
543,송재승,운영체제,과제,40.0,1.0
544,송재승,운영체제,수업,55.0,-0.5
545,송재승,운영체제,시험,60.0,0.0
546,송재승,정보보호와보안의기초,과제,100.0,1.0
547,송형규,통신이론,과제,100.0,1.0
548,송형규,통신이론,교수,80.0,0.0
549,송형규,통신이론,수업,82.0,0.3
550,송형규,통신이론,시험,73.84615384615384,0.1538461538461538
551,송형규,통신이론,학점,50.0,0.5
552,신기호,"공간과인간:인문,예술,공학의융합",과제,100.0,0.4444444444444444
553,신기호,"공간과인간:인문,예술,공학의융합",교수,94.28571428571428,1.0
554,신기호,"공간과인간:인문,예술,공학의융합",수업,95.71428571428572,0.8571428571428571
555,신기호,"공간과인간:인문,예술,공학의융합",시험,100.0,0.3333333333333333
556,신기호,"공간과인간:인문,예술,공학의융합",학점,60.0,1.0
557,신동일,데이터베이스,과제,100.0,0.0
558,신동일,데이터베이스,교수,72.0,0.4
559,신동일,데이터베이스,수업,80.0,0.3333333333333333
560,신동일,데이터베이스,시험,76.0,0.4
561,신동일,데이터베이스,학점,90.0,1.0
562,신범재,전자기1,교수,90.0,0.8333333333333334
563,신범재,전자기1,수업,88.57142857142857,0.2857142857142857
564,신범재,전자기1,시험,80.0,0.0
565,신범재,전자회로설계,수업,100.0,1.0
566,신범재,전자회로설계,시험,60.0,-1.0
567,신석범,공법연습,과제,100.0,0.0
568,신석범,공법연습,교수,100.0,1.0
569,신석범,공법연습,수업,100.0,0.0
570,신석범,공법연습,시험,100.0,0.3333333333333333
571,"신하얀, 이태하",창업과기업가정신1,과제,93.75,0.5
572,"신하얀, 이태하",창업과기업가정신1,교수,100.0,1.0
573,"신하얀, 이태하",창업과기업가정신1,수업,95.8762886597938,0.7938144329896907
574,"신하얀, 이태하",창업과기업가정신1,시험,90.0,1.0
575,"신하얀, 이태하",창업과기업가정신1,학점,88.75,0.875
576,심동석,관리회계,수업,56.66666666666666,1.0
577,심순미,기능성식품학,수업,100.0,1.0
578,심순미,기능성식품학,시험,80.0,0.0
579,심순미,식품분석및실험,시험,100.0,1.0
580,심은화,기초미적분학,과제,90.0,0.0
581,심은화,기초미적분학,수업,90.0,1.0
582,심은화,기초미적분학,시험,75.0,0.0
583,심은화,기초미적분학,학점,100.0,1.0
584,심재경,생명의미시적세계,과제,80.0,0.0
585,심재경,생명의미시적세계,교수,80.0,1.0
586,심재경,생명의미시적세계,수업,80.0,0.0
587,심재경,생명의미시적세계,시험,93.33333333333331,0.3333333333333333
588,심재경,생화학및실험,수업,60.0,-1.0
589,심재경,생화학및실험,시험,60.0,-1.0
590,심지영,아시아공동체의이해,수업,82.5,0.25
591,심지영,아시아공동체의이해,시험,86.66666666666667,0.3333333333333333
592,심지영,아시아공동체의이해,학점,86.66666666666667,0.6666666666666666
593,안민정,웹프로그래밍,과제,20.0,0.0
594,안민정,웹프로그래밍,수업,30.0,-1.0
595,안민정,웹프로그래밍,시험,20.0,0.0
596,안수엽,확률통계및프로그래밍,시험,80.0,0.0
597,안영주,호텔경영론,과제,40.0,-0.5
598,안영주,호텔경영론,교수,40.0,1.0
599,안영주,호텔경영론,수업,35.0,-0.875
600,안영주,호텔경영론,시험,40.0,0.0
601,안영주,호텔경영론,학점,40.0,0.5
602,안윤영,경영학원론,과제,90.0,0.5
603,안윤영,경영학원론,교수,81.53846153846153,0.6923076923076923
604,안윤영,경영학원론,수업,80.9090909090909,0.4545454545454545
605,안윤영,경영학원론,시험,76.66666666666667,0.6666666666666666
606,안윤영,경영학원론,학점,73.33333333333333,0.3333333333333333
607,안일주,일변수미적분학,과제,93.33333333333331,0.3333333333333333
608,안일주,일변수미적분학,교수,94.28571428571428,1.0
609,안일주,일변수미적분학,수업,96.0,0.8
610,안일주,일변수미적분학,시험,95.0,0.5
611,양성해,운동과다이어트,과제,60.0,0.5
612,양성해,운동과다이어트,수업,80.0,0.0
613,양성해,운동과다이어트,학점,60.0,0.0
614,양진욱,HTM 데이터마이닝,교수,46.66666666666666,-0.6666666666666666
615,양진욱,HTM 데이터마이닝,수업,28.571428571428573,-0.8571428571428571
616,양진욱,HTM 데이터마이닝,시험,50.0,-1.0
617,양진욱,HTM 데이터마이닝,학점,40.0,0.0
618,양진욱,HTM 스마트/AI알고리즘,과제,40.0,-1.0
619,양진욱,HTM 스마트/AI알고리즘,교수,60.0,-0.5
620,양진욱,HTM 스마트/AI알고리즘,수업,40.0,-1.0
621,양진욱,HTM 스마트/AI알고리즘,시험,66.66666666666667,-0.3333333333333333
622,양진욱,HTM 스마트/AI알고리즘,학점,40.0,0.0
623,엄수종,신입생세미나,수업,100.0,0.5
624,여운영,무선통신공학,과제,100.0,1.0
625,여운영,무선통신공학,수업,100.0,1.0
626,여운영,무선통신공학,시험,100.0,0.0
627,여운영,무선통신공학,학점,80.0,0.0
628,여운영,통신이론,시험,40.0,-1.0
629,오덕재,생물화학공학,교수,80.0,1.0
630,오덕재,생물화학공학,수업,60.0,-0.4
631,오덕재,생물화학공학,시험,68.88888888888889,-0.2222222222222222
632,"오덕재, 김형욱, 김수연",두뇌로알아보는우리의삶,수업,80.0,0.0
633,"오덕재, 김형욱, 김수연",두뇌로알아보는우리의삶,시험,80.0,0.5
634,오세헌,천문학의세계,과제,100.0,0.2
635,오세헌,천문학의세계,교수,90.0,0.75
636,오세헌,천문학의세계,수업,96.0,0.6
637,오세헌,천문학의세계,시험,97.5,0.375
638,오승구,경제학원론,과제,100.0,0.0
639,오승구,경제학원론,교수,100.0,1.0
640,오승구,경제학원론,수업,100.0,1.0
641,오승구,경제학원론,시험,100.0,1.0
642,오혜미,창업의이론과실제,교수,90.0,1.0
643,오혜미,창업의이론과실제,수업,60.0,-0.5
644,오희균,호텔관광마케팅,과제,100.0,1.0
645,옥성수,English Listening Practice 1,과제,100.0,0.2857142857142857
646,옥성수,English Listening Practice 1,교수,100.0,1.0
647,옥성수,English Listening Practice 1,수업,100.0,0.6666666666666666
648,옥성수,English Listening Practice 1,시험,100.0,0.5
649,옥성수,English Listening Practice 1,학점,100.0,1.0
650,옥성수,English Reading Practice 1,교수,100.0,1.0
651,옥성수,English Reading Practice 1,수업,100.0,1.0
652,옥성수,English Reading Practice 1,학점,100.0,0.25
653,우미애,데이터구조론,과제,100.0,1.0
654,우미애,데이터구조론,교수,80.0,1.0
655,우미애,데이터구조론,수업,100.0,1.0
656,우미애,데이터구조론,시험,80.0,0.5
657,우미애,데이터구조론,학점,100.0,1.0
658,우미애,데이터통신,과제,84.0,-0.2
659,우미애,데이터통신,수업,90.0,0.75
660,우미애,데이터통신,시험,100.0,0.0
661,우미애,데이터통신,학점,50.0,-0.5
662,우형수,기초반도체,과제,70.0,-0.5
663,우형수,기초반도체,교수,100.0,1.0
664,우형수,기초반도체,수업,97.14285714285714,0.8571428571428571
665,우형수,기초반도체,시험,93.33333333333331,0.3333333333333333
666,우형수,반도체공정실험,교수,100.0,1.0
667,우형수,반도체공정실험,시험,100.0,0.0
668,우형수,반도체공정실험,학점,100.0,-1.0
669,원종옥,일반화학및실험1,수업,80.0,1.0
670,원종옥,일반화학및실험1,시험,80.0,1.0
671,유기윤,English Listening Practice 1,과제,100.0,0.0
672,유기윤,English Listening Practice 1,교수,96.66666666666669,0.6666666666666666
673,유기윤,English Listening Practice 1,수업,100.0,1.0
674,유기윤,English Listening Practice 1,학점,100.0,1.0
675,유기윤,English Reading Practice 1,교수,100.0,1.0
676,유기윤,Intensive English,과제,60.0,0.0
677,유기윤,Intensive English,수업,70.0,1.0
678,유기윤,Intensive English,시험,66.66666666666667,-0.3333333333333333
679,유기윤,Intensive English,학점,80.0,1.0
680,유성준,기계학습,과제,30.0,-0.5
681,유성준,기계학습,교수,50.0,0.5
682,유성준,기계학습,수업,40.0,-1.0
683,유성준,기계학습,시험,60.0,0.0
684,유승석,조리원리,교수,80.0,0.0
685,유승석,조리원리,수업,80.0,0.0
686,유승석,조리원리,시험,60.0,0.0
687,유영환,무선통신,교수,100.0,1.0
688,유영환,무선통신,수업,100.0,1.0
689,유영환,무선통신,시험,100.0,0.5
690,유영환,신호및시스템,과제,73.33333333333333,0.6666666666666666
691,유영환,신호및시스템,교수,80.0,1.0
692,유영환,신호및시스템,수업,88.57142857142857,0.5714285714285714
693,유영환,신호및시스템,시험,66.66666666666667,0.6666666666666666
694,유영환,신호및시스템,학점,100.0,1.0
695,유영환,확률통계및프로그래밍,교수,80.0,1.0
696,유영환,확률통계및프로그래밍,수업,50.0,-1.0
697,유호석,일변수미적분학,수업,100.0,1.0
698,유호석,일변수미적분학,학점,100.0,1.0
699,윤은일,데이터베이스,과제,70.0,0.0
700,윤은일,데이터베이스,교수,80.0,0.4
701,윤은일,데이터베이스,수업,64.61538461538461,-0.1538461538461538
702,윤은일,데이터베이스,시험,80.0,0.0
703,윤은일,데이터베이스,학점,100.0,1.0
704,윤주범,웹해킹과보안,과제,60.0,0.0
705,윤주범,웹해킹과보안,교수,20.0,-1.0
706,윤주범,웹해킹과보안,수업,53.333333333333336,-0.3333333333333333
707,윤주범,웹해킹과보안,시험,20.0,0.0
708,윤천,일반화학및실험1,과제,90.0,0.0
709,윤천,일반화학및실험1,교수,92.0,0.8
710,윤천,일반화학및실험1,수업,100.0,0.75
711,윤천,일반화학및실험1,시험,77.77777777777777,0.0
712,윤천,일반화학및실험1,학점,100.0,1.0
713,윤호정,마케팅관리,과제,90.0,0.0
714,윤호정,마케팅관리,교수,100.0,1.0
715,윤호정,마케팅관리,수업,100.0,0.25
716,윤호정,마케팅관리,시험,100.0,0.0
717,이경근,데이터통신,과제,40.0,-0.5
718,이경근,데이터통신,교수,60.0,0.0
719,이경근,데이터통신,수업,60.0,0.25
720,이경근,데이터통신,학점,60.0,1.0
721,이경근,전자정보통신공학특강A,과제,100.0,1.0
722,이경근,전자정보통신공학특강A,교수,100.0,1.0
723,이광수,공개키암호론,과제,100.0,-0.5
724,이광수,공개키암호론,교수,100.0,1.0
725,이광수,공개키암호론,수업,60.0,0.5
726,이광수,정수론,과제,20.0,-1.0
727,이광수,정수론,교수,60.0,1.0
728,이광수,정수론,시험,20.0,0.0
729,이광수,정수론,학점,100.0,1.0
730,이기백,동서양의윤리,교수,100.0,1.0
731,이기백,동서양의윤리,수업,66.66666666666667,0.0
732,이기백,동서양의윤리,시험,100.0,0.0
733,이기백,동서양의윤리,학점,100.0,1.0
734,이나경,생명의약학,수업,80.0,0.0
735,이나경,신입생세미나,교수,100.0,1.0
736,이나경,일반미생물학및실험,교수,70.0,0.5
737,이나경,일반미생물학및실험,수업,60.0,0.0
738,이나경,일반미생물학및실험,시험,50.0,-0.25
739,이덕로,조직론1,과제,60.0,0.0
740,이덕로,조직론1,교수,40.0,-1.0
741,이덕로,조직론1,수업,60.0,-0.3333333333333333
742,이덕로,조직론1,시험,64.44444444444444,0.0
743,이문기,중국의정치경제와사회,과제,90.0,0.0
744,이문기,중국의정치경제와사회,교수,60.0,0.5
745,이문기,중국의정치경제와사회,수업,86.0,0.6
746,이병무,통신시스템,수업,100.0,1.0
747,이상록,콘텐츠글쓰기,교수,100.0,1.0
748,이상록,콘텐츠글쓰기,수업,100.0,1.0
749,이상명,생활속의색채심리학,교수,52.0,-0.4
750,이상명,생활속의색채심리학,수업,40.0,-0.5
751,이상명,생활속의색채심리학,시험,40.0,0.0
752,이상명,생활속의색채심리학,학점,20.0,-1.0
753,이상협,일반미생물학및실험,과제,80.0,-0.5
754,이상협,일반미생물학및실험,수업,80.0,0.5
755,이상협,일반미생물학및실험,시험,90.0,0.0
756,이상협,일반미생물학및실험,학점,100.0,1.0
757,이석배,서양철학:쟁점과토론,과제,58.333333333333336,-0.0833333333333333
758,이석배,서양철학:쟁점과토론,교수,65.0,0.1875
759,이석배,서양철학:쟁점과토론,수업,72.0,0.4
760,이석배,서양철학:쟁점과토론,시험,46.66666666666666,0.3333333333333333
761,이석배,서양철학:쟁점과토론,학점,53.333333333333336,0.0
762,이성주,디지털논리회로,과제,100.0,0.5
763,이성주,디지털논리회로,교수,83.33333333333333,0.8333333333333334
764,이성주,디지털논리회로,수업,70.0,0.1666666666666666
765,이성주,디지털논리회로,시험,80.0,0.1666666666666666
766,이성주,디지털논리회로,학점,70.0,-0.25
767,이성주,시스템반도체,시험,60.0,0.0
768,이성주,하드웨어프로그래밍,과제,20.0,0.0
769,이성주,하드웨어프로그래밍,학점,80.0,1.0
770,이성훈,경영학원론,과제,80.0,0.5
771,이성훈,경영학원론,교수,100.0,0.6666666666666666
772,이성훈,경영학원론,수업,77.14285714285714,0.1428571428571428
773,이성훈,경영학원론,시험,90.0,0.0
774,이성훈,경영학원론,학점,93.33333333333331,0.0
775,이수연,복지국가의이해,과제,74.0,-0.4
776,이수연,복지국가의이해,교수,80.0,0.75
777,이수연,복지국가의이해,수업,71.66666666666667,0.4166666666666667
778,이수연,복지국가의이해,시험,86.66666666666667,0.1666666666666666
779,이수연,복지행정론,과제,80.0,0.0
780,이수연,복지행정론,교수,80.0,1.0
781,이수연,복지행정론,수업,60.0,-0.2
782,이수용,식품공학,수업,100.0,1.0
783,이수용,식품공학,시험,60.0,0.0
784,이수정,바리스타및음료실습2,수업,100.0,1.0
785,이슬기,경제학원론,과제,90.0,0.25
786,이슬기,경제학원론,교수,92.5,0.5
787,이슬기,경제학원론,수업,88.33333333333333,0.5833333333333334
788,이슬기,경제학원론,학점,70.0,0.5
789,이영렬,신호및시스템,과제,100.0,1.0
790,이영렬,신호및시스템,교수,60.0,0.6666666666666666
791,이영렬,신호및시스템,수업,68.0,1.0
792,이영렬,신호및시스템,학점,46.66666666666666,0.3333333333333333
793,이영렬,영상처리,과제,80.0,0.0
794,이영렬,영상처리,교수,20.0,-1.0
795,이영렬,영상처리,수업,46.66666666666666,1.0
796,이영렬,영상처리,시험,100.0,0.0
797,이영민,문제해결을위한글쓰기와발표,과제,22.857142857142858,-0.1428571428571428
798,이영민,문제해결을위한글쓰기와발표,교수,29.52380952380953,-0.6190476190476191
799,이영민,문제해결을위한글쓰기와발표,수업,37.142857142857146,0.0
800,이영민,문제해결을위한글쓰기와발표,학점,44.0,0.6
801,이영주,생화학1,수업,100.0,1.0
802,이온유,생물정보학,과제,100.0,1.0
803,이온유,생물정보학,교수,90.0,1.0
804,이온유,생물정보학,수업,100.0,1.0
805,이온유,생물정보학,시험,80.0,-0.5
806,이요섭,채플1,과제,100.0,1.0
807,이요섭,채플1,수업,93.33333333333331,0.5
808,이요섭,채플1,시험,93.33333333333331,0.6666666666666666
809,이요섭,채플1,학점,98.82352941176472,0.7647058823529411
810,이요섭,채플3,과제,100.0,0.8
811,이요섭,채플3,수업,100.0,0.5
812,이요섭,채플3,시험,100.0,0.5
813,이요섭,채플3,학점,95.0,0.5
814,이용기,마케팅관리,과제,40.0,0.0
815,이용기,마케팅관리,수업,20.0,-0.5
816,이용기,마케팅관리,시험,40.0,0.0
817,이원목,일반화학및실험1,과제,80.0,0.0
818,이원목,일반화학및실험1,교수,72.0,0.3333333333333333
819,이원목,일반화학및실험1,수업,62.22222222222222,0.4444444444444444
820,이원목,일반화학및실험1,시험,80.0,0.3333333333333333
821,이유진,문제해결을위한글쓰기와발표,과제,82.22222222222223,-0.1111111111111111
822,이유진,문제해결을위한글쓰기와발표,교수,75.42857142857143,0.2285714285714285
823,이유진,문제해결을위한글쓰기와발표,수업,86.15384615384616,0.3076923076923077
824,이유진,문제해결을위한글쓰기와발표,시험,60.0,0.0
825,이유진,문제해결을위한글쓰기와발표,학점,67.6923076923077,0.2307692307692307
826,이유진,서양고전강독3,과제,36.0,-0.2
827,이유진,서양고전강독3,교수,50.0,-0.75
828,이유진,서양고전강독3,수업,35.714285714285715,-0.5714285714285714
829,이유진,서양고전강독3,시험,40.0,-0.7142857142857143
830,이유진,서양고전강독3,학점,20.0,-1.0
831,이인무,세포생물학1,교수,40.0,0.0
832,이인무,세포생물학1,시험,40.0,-0.5
833,이인무,세포생물학1,학점,50.0,0.0
834,이인무,일반생물학1,과제,80.0,0.0
835,이인무,일반생물학1,교수,80.0,1.0
836,이인무,일반생물학1,수업,76.0,0.4
837,이인무,일반생물학1,시험,76.0,0.0
838,이재교,법학입문,학점,100.0,1.0
839,이재훈,서양철학:쟁점과토론,과제,86.66666666666667,0.2222222222222222
840,이재훈,서양철학:쟁점과토론,교수,73.33333333333333,0.5833333333333334
841,이재훈,서양철학:쟁점과토론,수업,60.0,0.0
842,이재훈,서양철학:쟁점과토론,학점,64.0,0.4
843,이종원,가상현실,과제,80.0,0.0
844,이종원,가상현실,수업,60.0,-1.0
845,이종원,가상현실,시험,60.0,-1.0
846,이종원,고급프로그래밍입문-C,과제,80.0,0.0
847,이종원,고급프로그래밍입문-C,교수,80.0,0.0
848,이종원,고급프로그래밍입문-C,수업,70.0,-1.0
849,이종원,고급프로그래밍입문-C,시험,60.0,-0.5
850,이종원,고급프로그래밍입문-C,학점,30.0,-1.0
851,이종혁,컴퓨터네트워크,수업,20.0,-1.0
852,이주은,세종리더십,과제,80.0,-0.1111111111111111
853,이주은,세종리더십,교수,64.44444444444444,0.2222222222222222
854,이주은,세종리더십,수업,32.5,-1.0
855,이주은,세종리더십,학점,60.0,0.3333333333333333
856,이준호,전자기1,과제,73.33333333333333,-0.3333333333333333
857,이준호,전자기1,교수,60.0,-1.0
858,이준호,전자기1,수업,46.66666666666666,-1.0
859,이준호,전자기1,시험,60.0,0.0
860,이준호,초고주파공학,과제,100.0,0.0
861,이준호,초고주파공학,수업,100.0,0.0
862,이준호,초고주파공학,학점,100.0,1.0
863,이준호,확률및랜덤변수,교수,66.66666666666667,-0.3333333333333333
864,이준호,확률및랜덤변수,수업,40.0,-0.75
865,이준호,확률및랜덤변수,시험,68.0,0.0
866,이지영,서양철학:쟁점과토론,과제,82.85714285714286,0.0
867,이지영,서양철학:쟁점과토론,교수,70.76923076923077,0.6153846153846154
868,이지영,서양철학:쟁점과토론,수업,87.5,0.25
869,이지영,서양철학:쟁점과토론,시험,100.0,0.0
870,이지영,서양철학:쟁점과토론,학점,77.14285714285714,0.2857142857142857
871,이지은,기초미적분학,교수,60.0,-0.5
872,이지은,기초미적분학,수업,60.0,-1.0
873,이지훈,경영학원론,교수,100.0,1.0
874,이지훈,경영학원론,수업,96.0,0.8
875,이지훈,경영학원론,시험,100.0,0.0
876,이지훈,경제학원론,과제,95.0,0.0
877,이지훈,경제학원론,교수,100.0,1.0
878,이지훈,경제학원론,수업,90.9090909090909,0.4545454545454545
879,이지훈,경제학원론,시험,85.0,0.5
880,이지훈,경제학원론,학점,100.0,0.0
881,이진영,C프로그래밍및실습,수업,100.0,1.0
882,이진영,C프로그래밍및실습,시험,80.0,0.0
883,이창길,인사행정론,과제,51.42857142857143,0.0
884,이창길,인사행정론,교수,64.0,-0.1
885,이창길,인사행정론,수업,67.27272727272727,0.0909090909090909
886,이창길,인사행정론,시험,100.0,0.0
887,이창길,인사행정론,학점,100.0,1.0
888,이창섭,회계원리2,과제,60.0,-0.1578947368421052
889,이창섭,회계원리2,교수,40.0,-0.25
890,이창섭,회계원리2,수업,52.94117647058823,0.1176470588235294
891,이창섭,회계원리2,시험,60.0,-0.1
892,이창섭,회계원리2,학점,66.66666666666667,0.3333333333333333
893,이채은,호텔관광기업가정신과리더쉽,교수,90.0,1.0
894,이충훈,호텔관광산업의이해,과제,100.0,0.0
895,이충훈,호텔관광산업의이해,교수,90.0,1.0
896,이충훈,호텔관광산업의이해,수업,100.0,1.0
897,이충훈,호텔관광산업의이해,학점,100.0,1.0
898,이태하,서양고전강독3,과제,100.0,1.0
899,이태하,서양고전강독3,교수,40.0,0.0
900,이태하,서양고전강독3,수업,70.9090909090909,0.0
901,이태하,서양고전강독3,시험,68.33333333333333,0.5833333333333334
902,이태하,수요집현강좌,과제,92.5,0.375
903,이태하,수요집현강좌,교수,90.0,1.0
904,이태하,수요집현강좌,수업,94.91525423728814,0.7457627118644068
905,이태하,수요집현강좌,시험,100.0,0.5
906,이태하,수요집현강좌,학점,94.44444444444444,0.8333333333333334
907,이학성,자동제어,과제,90.0,0.0
908,이학성,자동제어,수업,88.0,0.8
909,이학성,자동제어,시험,80.0,-1.0
910,이학성,자동제어,학점,60.0,-0.5
911,이희원,일변수미적분학,과제,40.0,0.0
912,이희원,일변수미적분학,교수,66.66666666666667,0.3333333333333333
913,이희원,일변수미적분학,시험,80.0,0.0
914,이희원,일변수미적분학,학점,70.0,0.5
915,임수정,바이오나노소재공학,교수,100.0,1.0
916,임수정,바이오나노소재공학,수업,90.0,1.0
917,임수정,생물리화학,교수,100.0,1.0
918,임수정,생물리화학,수업,80.0,0.0
919,임수정,생물리화학,시험,93.33333333333331,0.3333333333333333
920,임유승,C프로그래밍및실습,과제,86.66666666666667,0.6666666666666666
921,임유승,C프로그래밍및실습,교수,100.0,1.0
922,임유승,C프로그래밍및실습,수업,100.0,1.0
923,임유승,C프로그래밍및실습,시험,80.0,0.5
924,임유승,C프로그래밍및실습,학점,100.0,1.0
925,임유승,전자회로,교수,60.0,0.0
926,임유승,전자회로,시험,100.0,1.0
927,임은순,경제학원론,과제,92.0,0.0
928,임은순,경제학원론,교수,95.0,0.75
929,임은순,경제학원론,수업,90.0,-0.375
930,임은순,경제학원론,시험,86.66666666666667,0.0
931,임은순,경제학원론,학점,83.33333333333333,0.6666666666666666
932,임종수,대중문화론,과제,70.0,0.0
933,임종수,대중문화론,교수,64.0,0.2
934,임종수,대중문화론,수업,66.66666666666667,0.0
935,임종수,대중문화론,시험,63.333333333333336,0.0
936,임준석,MATLAB프로그래밍,과제,26.666666666666668,-0.3333333333333333
937,임준석,MATLAB프로그래밍,교수,26.666666666666668,-0.6666666666666666
938,임준석,MATLAB프로그래밍,수업,70.0,0.0
939,임준석,MATLAB프로그래밍,시험,33.333333333333336,-0.3333333333333333
940,임준석,MATLAB프로그래밍,학점,20.0,0.0
941,임준석,통신이론,시험,70.0,0.0
942,임태규,유기화학,교수,93.33333333333331,1.0
943,임필옥,자료구조및실습,과제,100.0,0.0
944,임필옥,자료구조및실습,교수,100.0,1.0
945,임필옥,자료구조및실습,수업,100.0,0.6666666666666666
946,임필옥,자료구조및실습,시험,100.0,0.3333333333333333
947,임필옥,자료구조및실습,학점,100.0,1.0
948,임하나,단백질공학,교수,90.0,0.5
949,임하나,단백질공학,수업,80.0,-1.0
950,임하나,단백질공학,시험,80.0,0.0
951,임하나,생화학1,과제,80.0,0.0
952,임하나,생화학1,수업,80.0,0.0
953,임하나,생화학1,시험,86.66666666666667,0.3333333333333333
954,임홍태,동양고전강독1,과제,100.0,1.0
955,임홍태,동양고전강독1,교수,100.0,1.0
956,임홍태,동양고전강독1,수업,100.0,0.25
957,임홍태,동양고전강독1,시험,100.0,0.3333333333333333
958,임홍태,동양의철학사상-노장과불교,과제,100.0,1.0
959,임홍태,동양의철학사상-노장과불교,교수,100.0,1.0
960,임홍태,동양의철학사상-노장과불교,수업,96.66666666666669,0.6666666666666666
